source,target,relation,method,confidence,doc_id
COBS 6.1.17,COBS 6.1B.9R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.8,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.9,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.10,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.10A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.10G,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.11,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.12,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.13,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.14,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.14A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.7A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.10R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.15,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.16,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 19.1A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 19.1,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.17,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.18,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.18A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.17R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 19.1B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 19.1B.9R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.18B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.19,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 2.2.1,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.20,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.22,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.22A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.22R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.22B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.23,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.24,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.24A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.25,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.26,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.27,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.1,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.9,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.10,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.11,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.1A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.1B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.5AR,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.7AR,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.2,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.2A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.3,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.4,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.5,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1A.5BG,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.5R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.5A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.5B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.7,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.7B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.7C,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.8,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.9A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1B.9B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 2.3.12,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 2.3.12A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 2.3A.27E,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 2.3A.28G,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.1,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.2,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.3,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.4,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.5,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.5A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.5B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.5C,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.5AR,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 19.6.4,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.6,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.7,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.9,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.8,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.9,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.10,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.10A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.10G,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.11,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.12,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.13,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.14,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.15,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.16,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.17,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.18,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.19,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.18R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.20,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.20A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.21,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.1,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.2,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.3,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.4,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.6A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.5,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.6,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.7,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.8,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.9A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.9B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.10,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.11,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.12,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.11R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1D.13,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.1,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.2,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.3,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.4,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.6,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.7,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.5,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.8,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.9,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.10,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.11,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1E.12,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1F,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1F.,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1F.1,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1F.2,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 2.3.1,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 2.3A.5R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1G,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1G.1,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1G.2,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1H,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1H.1,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1H.2,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1H.3,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1H.4,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1H.3R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1H.5,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1H.4R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1H.6,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1ZA,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 2.2A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 1.4.2G,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 9A.3.2R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 16A.2.1R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1.7R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 2.2A.2R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 2.3A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 4.2.1R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 2.5,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 5.1.12R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 7.4,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1ZB,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.1,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.2,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.3,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.4,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.1R,AMENDS,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.6R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.9R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.11R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.4A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.5,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.6,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.7,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.15R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.18R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.29R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.32R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.35R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.36R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.8,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.9,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.11,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.12,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.1C.20AR,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.13,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.14,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.15,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.16,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.17,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.18,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.19,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.20,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.21,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.22,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.23,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.24,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.25,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.26,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.27,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.28,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.29,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.33R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.30,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.31,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 9.6.17,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.32,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.33,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.34,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.35,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.36,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.37,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.38,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.39,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.38R,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.40,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.40A,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.40B,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.2B.41,CITES,rule,0.97,COBS_0269
COBS 6.1.17,COBS 6.4,CITES,rule,0.97,COBS_0269
COBS 6.4.3,COBS 2.3.15,CITES,rule,0.97,COBS_0271
COBS 6.4.4D,COBS 6.4.4CG,CITES,rule,0.97,COBS_0276
COBS 6.4.5,COBS 6.4.3,CITES,rule,0.97,COBS_0277
COBS 6.4.6,COBS 6.4.3,CITES,rule,0.97,COBS_0278
COBS 6.4.11,COBS 6.3.7G,CITES,rule,0.97,COBS_0283
COBS 6.4.11,COBS 6.3,CITES,rule,0.97,COBS_0283
COBS 6.4.11,COBS 4.5,CITES,rule,0.97,COBS_0283
COBS 6.4.11,COBS 6.4.6,CITES,rule,0.97,COBS_0283
COBS 6.4.11,COBS 2.3.15,CITES,rule,0.97,COBS_0283
COBS 6.4.11,COBS 6.1ZA,CITES,rule,0.97,COBS_0283
COBS 7.1.1,COBS 7.3,CITES,rule,0.97,COBS_0284
COBS 7.3.1,COBS 7.3.4R,CITES,rule,0.97,COBS_0285
COBS 7.3.6,COBS 2.1.1R,CITES,rule,0.97,COBS_0290
COBS 7.3.6,COBS 6.1ZA,CITES,rule,0.97,COBS_0290
COBS 7.3.6,COBS 7.3.1R,CITES,rule,0.97,COBS_0290
COBS 7.3.6,COBS 7.3.5R,CITES,rule,0.97,COBS_0290
COBS 7.4.4,COBS 7.4.2R,CITES,rule,0.97,COBS_0295
COBS 7.4.4,COBS 7.4.3R,CITES,rule,0.97,COBS_0295
COBS 8.1.1,COBS 8.1.4R,CITES,rule,0.97,COBS_0296
COBS 8.1.1,COBS 8.1.5R,CITES,rule,0.97,COBS_0296
COBS 8.1.3,COBS 6.1.4,CITES,rule,0.97,COBS_0298
COBS 8.1.3,COBS 5.1.12,CITES,rule,0.97,COBS_0298
COBS 8.1.6,COBS 2.2,CITES,rule,0.97,COBS_0301
COBS 9.1.6,COBS 2.1,CITES,rule,0.97,COBS_0307
COBS 9.1.6,COBS 2.6,CITES,rule,0.97,COBS_0307
COBS 9.1.8,COBS 19.1,CITES,rule,0.97,COBS_0308
COBS 9.1.8,COBS 19.1A,CITES,rule,0.97,COBS_0308
COBS 9.1.9,COBS 6.1ZA,CITES,rule,0.97,COBS_0309
COBS 9.1.9,COBS 9.2,CITES,rule,0.97,COBS_0309
COBS 9.2.9,COBS 9.3,CITES,rule,0.97,COBS_0318
COBS 9.3.3A,COBS 9.2.1R,CITES,rule,0.97,COBS_0322
COBS 9.3.5,COBS 4.12B,CITES,rule,0.97,COBS_0324
COBS 9.3.5,COBS 4.12A,CITES,rule,0.97,COBS_0324
COBS 9.3.5,COBS 22.3,CITES,rule,0.97,COBS_0324
COBS 9.3.6,COBS 19.1.6G,CITES,rule,0.97,COBS_0325
COBS 9.3.6,COBS 19.1A.11G,CITES,rule,0.97,COBS_0325
COBS 9.3.6,COBS 9.4,CITES,rule,0.97,COBS_0325
COBS 9.4.6,COBS 7.4,CITES,rule,0.97,COBS_0331
COBS 9.4.8A,COBS 9.2.9R,CITES,rule,0.97,COBS_0334
COBS 9.4.8A,COBS 9.4.7R,CITES,rule,0.97,COBS_0334
COBS 9.4.11,COBS 19.1.6G,CITES,rule,0.97,COBS_0337
COBS 9.4.12,COBS 9.4.11R,CITES,rule,0.97,COBS_0338
COBS 9.4.12,COBS 9.5A,CITES,rule,0.97,COBS_0338
COBS 9.4.12,COBS 9.5,CITES,rule,0.97,COBS_0338
COBS 9.5.3,COBS 9.5A,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 9.5A.1,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 2.1.1R,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 4.2.1R,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 9.5,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 9.5A.2,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 9.5A.3,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 9.5A.4,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 9.5A.5,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 9.5A.6,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 9.5A.4G,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 9.5A.7,CITES,rule,0.97,COBS_0341
COBS 9.5.3,COBS 9.6,CITES,rule,0.97,COBS_0341
COBS 9.6.8,COBS 6.2B.38R,CITES,rule,0.97,COBS_0348
COBS 9.6.15,COBS 9.6.14R,CITES,rule,0.97,COBS_0355
COBS 9.6.18A,COBS 7.3.1R,CITES,rule,0.97,COBS_0359
COBS 9.6.18A,COBS 7.4,CITES,rule,0.97,COBS_0359
COBS 9.6.19,COBS 9.6.14R,CITES,rule,0.97,COBS_0360
COBS 9.6.20,COBS 9.6.5R,CITES,rule,0.97,COBS_0361
COBS 9.6.20,COBS 6.2B.33R,CITES,rule,0.97,COBS_0361
COBS 10.2.9,COBS 10.3,CITES,rule,0.97,COBS_0372
COBS 10.5.1,COBS 10.4.1,CITES,rule,0.97,COBS_0379
COBS 10.5.5,COBS 10.4.1,CITES,rule,0.97,COBS_0382
COBS 10.5.5,COBS 10.6,CITES,rule,0.97,COBS_0382
COBS 10.7.2,COBS 10.2.9G,CITES,rule,0.97,COBS_0385
COBS 10.7.2,COBS 10A.2.11G,CITES,rule,0.97,COBS_0385
COBS 11.1.6,COBS 11.2A,CITES,rule,0.97,COBS_0389
COBS 11.1.7,COBS 11.2,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 11.2B,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 11.2.,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 18.5.2R,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 18.5A.3R,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 18.5.4R,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 18.5A.8R,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 11.2.5G,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 11.2.17G,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 11.2.23AR,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 11.2.24R,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 11.2.25R,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 11.2.26R,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 11.2.27R,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 18.5.3R,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 18.5A.5R,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 18.5.1AR,CITES,rule,0.97,COBS_0390
COBS 11.1.7,COBS 18.5A.9R,CITES,rule,0.97,COBS_0390
COBS 11.2.32,COBS 11.2.7,CITES,rule,0.97,COBS_0422
COBS 11.2.34,COBS 11.2.30,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2.33,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2.1,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2.29,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.1,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2B,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.8R,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.25R,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.34R,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.2,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.3,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.4,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.5,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.6,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.2R,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.7,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.8,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.9,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.10,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.11,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.12,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.13,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.14,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.15,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.16,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.17,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.18,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.21R,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.19,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 2.3,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 2.3A,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 2.3B,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 2.3C,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.20,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.21,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.22,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.23,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.24,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.25,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.26,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.20R,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.27,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.28,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.29,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.30,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.31,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.32,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.33,CITES,rule,0.97,COBS_0424
COBS 11.2.34,COBS 11.2A.34,CITES,rule,0.97,COBS_0424
